run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,false_positives,false_negatives,true_positives,fp_sequences,tp_sequences,num_true_anoms,scores,spacecraft,anomaly_sequences,class
2021-05-25_23.40.15_LSTM_default,P-1,2612,8245,2,0.0858776657780871,"[{'start_idx': 2940, 'end_idx': 3009, 'score': 1.730826711699353}, {'start_idx': 4270, 'end_idx': 4339, 'score': 0.7743281359672793}]",1,2,1,"[[3190, 3259]]","[(4520, 4589)]",3,"[{'start_idx': 2940, 'end_idx': 3009, 'score': 1.730826711699353}, {'start_idx': 4270, 'end_idx': 4339, 'score': 0.7743281359672793}]",SMAP,"[[2149, 2349], [4536, 4844], [3539, 3779]]","[contextual, contextual, contextual]"
2021-05-25_23.40.15_LSTM_default,S-1,2558,7071,1,0.17739798207359522,"[{'start_idx': 3010, 'end_idx': 3010, 'score': 1.0092611079622338}, {'start_idx': 5040, 'end_idx': 5109, 'score': 1.8025491365753965}, {'start_idx': 5110, 'end_idx': 5179, 'score': 5.6346728727175455}, {'start_idx': 5180, 'end_idx': 5249, 'score': 6.5033884400867565}, {'start_idx': 5250, 'end_idx': 5319, 'score': 6.5034953505257125}, {'start_idx': 5320, 'end_idx': 5389, 'score': 5.863920958704457}]",0,0,1,[],"[(5290, 5639)]",1,"[{'start_idx': 3010, 'end_idx': 3010, 'score': 1.0092611079622338}, {'start_idx': 5040, 'end_idx': 5109, 'score': 1.8025491365753965}, {'start_idx': 5110, 'end_idx': 5179, 'score': 5.6346728727175455}, {'start_idx': 5180, 'end_idx': 5249, 'score': 6.5033884400867565}, {'start_idx': 5250, 'end_idx': 5319, 'score': 6.5034953505257125}, {'start_idx': 5320, 'end_idx': 5389, 'score': 5.863920958704457}]",SMAP,"[[5300, 5747]]",[point]
2021-05-25_23.40.15_LSTM_default,E-1,2620,8256,3,0.07853467295470333,"[{'start_idx': 1498, 'end_idx': 1764, 'score': 3.998630834710984}, {'start_idx': 4760, 'end_idx': 4829, 'score': 8.549342907477877}, {'start_idx': 4830, 'end_idx': 4899, 'score': 6.331280205990026}, {'start_idx': 5320, 'end_idx': 5389, 'score': 7.3681027929359875}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.522338579686489}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.442995348999938}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.157742921586188}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.841213246953643}, {'start_idx': 5670, 'end_idx': 5718, 'score': 7.215040163114665}]",1,0,2,"[[1748, 2014]]","[(5010, 5149), (5570, 5968)]",2,"[{'start_idx': 1498, 'end_idx': 1764, 'score': 3.998630834710984}, {'start_idx': 4760, 'end_idx': 4829, 'score': 8.549342907477877}, {'start_idx': 4830, 'end_idx': 4899, 'score': 6.331280205990026}, {'start_idx': 5320, 'end_idx': 5389, 'score': 7.3681027929359875}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.522338579686489}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.442995348999938}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.157742921586188}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.841213246953643}, {'start_idx': 5670, 'end_idx': 5718, 'score': 7.215040163114665}]",SMAP,"[[5000, 5030], [5610, 6086]]","[contextual, contextual]"
2021-05-25_23.40.15_LSTM_default,E-2,2620,8272,1,0.060108027476436704,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 3.0114805681311516}, {'start_idx': 5390, 'end_idx': 5459, 'score': 4.357021107218551}, {'start_idx': 5460, 'end_idx': 5529, 'score': 5.268073554723999}, {'start_idx': 5530, 'end_idx': 5599, 'score': 5.4813485148644805}, {'start_idx': 5600, 'end_idx': 5669, 'score': 5.406573381887966}]",0,0,1,[],"[(5570, 5919)]",1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 3.0114805681311516}, {'start_idx': 5390, 'end_idx': 5459, 'score': 4.357021107218551}, {'start_idx': 5460, 'end_idx': 5529, 'score': 5.268073554723999}, {'start_idx': 5530, 'end_idx': 5599, 'score': 5.4813485148644805}, {'start_idx': 5600, 'end_idx': 5669, 'score': 5.406573381887966}]",SMAP,"[[5598, 6995]]",[point]
2021-05-25_23.40.15_LSTM_default,E-3,2620,8047,1,0.025516677751216424,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 2.9486237173815666}, {'start_idx': 5390, 'end_idx': 5459, 'score': 3.2226647383135925}]",0,0,1,[],"[(5570, 5709)]",1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 2.9486237173815666}, {'start_idx': 5390, 'end_idx': 5459, 'score': 3.2226647383135925}]",SMAP,"[[5094, 8306]]",[point]
2021-05-25_23.40.15_LSTM_default,E-4,2620,8094,1,0.056356875454217005,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 2.05888473504822}, {'start_idx': 5390, 'end_idx': 5459, 'score': 2.0979473163721076}, {'start_idx': 5460, 'end_idx': 5529, 'score': 0.9270096894403218}, {'start_idx': 5530, 'end_idx': 5599, 'score': 0.9262800900119483}, {'start_idx': 5600, 'end_idx': 5669, 'score': 0.9791768492957752}, {'start_idx': 5670, 'end_idx': 5725, 'score': 0.8391187372568475}]",0,0,1,[],"[(5570, 5975)]",1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 2.05888473504822}, {'start_idx': 5390, 'end_idx': 5459, 'score': 2.0979473163721076}, {'start_idx': 5460, 'end_idx': 5529, 'score': 0.9270096894403218}, {'start_idx': 5530, 'end_idx': 5599, 'score': 0.9262800900119483}, {'start_idx': 5600, 'end_idx': 5669, 'score': 0.9791768492957752}, {'start_idx': 5670, 'end_idx': 5725, 'score': 0.8391187372568475}]",SMAP,"[[5450, 8261]]",[point]
2021-05-25_23.40.15_LSTM_default,E-5,2620,8034,1,0.1033784962605378,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 4.100153564383707}, {'start_idx': 5390, 'end_idx': 5459, 'score': 3.9504686216455958}]",0,0,1,[],"[(5570, 5709)]",1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 4.100153564383707}, {'start_idx': 5390, 'end_idx': 5459, 'score': 3.9504686216455958}]",SMAP,"[[5600, 5920]]",[point]
2021-05-25_23.40.15_LSTM_default,E-6,2620,8040,1,0.005751907545881481,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 18.093906984481706}, {'start_idx': 5390, 'end_idx': 5459, 'score': 14.277343455790493}, {'start_idx': 5460, 'end_idx': 5529, 'score': 10.004514556682588}, {'start_idx': 5530, 'end_idx': 5541, 'score': 8.915822910650562}]",0,0,1,[],"[(5570, 5791)]",1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 18.093906984481706}, {'start_idx': 5390, 'end_idx': 5459, 'score': 14.277343455790493}, {'start_idx': 5460, 'end_idx': 5529, 'score': 10.004514556682588}, {'start_idx': 5530, 'end_idx': 5541, 'score': 8.915822910650562}]",SMAP,"[[5610, 5675]]",[point]
2021-05-25_23.40.15_LSTM_default,E-7,2509,8050,1,0.018509658491031568,"[{'start_idx': 5180, 'end_idx': 5249, 'score': 11.28414901105519}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.745101960313276}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.240681991450193}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.67903071069354}, {'start_idx': 5460, 'end_idx': 5517, 'score': 7.580123893273305}]",0,0,1,[],"[(5430, 5767)]",1,"[{'start_idx': 5180, 'end_idx': 5249, 'score': 11.28414901105519}, {'start_idx': 5250, 'end_idx': 5319, 'score': 9.745101960313276}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.240681991450193}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.67903071069354}, {'start_idx': 5460, 'end_idx': 5517, 'score': 7.580123893273305}]",SMAP,"[[5394, 5674]]",[point]
2021-05-25_23.40.15_LSTM_default,E-8,2620,8272,2,0.06547153554977839,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 2.2286604527905136}, {'start_idx': 5600, 'end_idx': 5669, 'score': 2.296481611589661}, {'start_idx': 5670, 'end_idx': 5739, 'score': 0.8116494335400162}, {'start_idx': 5740, 'end_idx': 5809, 'score': 0.8504068877476679}, {'start_idx': 5810, 'end_idx': 5879, 'score': 0.9668501319960674}]",0,0,1,[],"[(5640, 5709), (5850, 6129)]",1,"[{'start_idx': 5390, 'end_idx': 5459, 'score': 2.2286604527905136}, {'start_idx': 5600, 'end_idx': 5669, 'score': 2.296481611589661}, {'start_idx': 5670, 'end_idx': 5739, 'score': 0.8116494335400162}, {'start_idx': 5740, 'end_idx': 5809, 'score': 0.8504068877476679}, {'start_idx': 5810, 'end_idx': 5879, 'score': 0.9668501319960674}]",SMAP,"[[5400, 6022]]",[point]
